19,501,10
19,502,10
19,503,10
19,504,10
19,505,10
19,506,10
19,507,10
19,508,10
19,509,10
19,510,10
19,511,10
19,512,10
19,513,10
19,514,10
19,515,10
19,516,10
19,517,10
19,518,10
19,519,10
19,520,10
19,521,10
19,522,10
19,523,10
19,524,10
19,525,10
19,526,10
19,527,10
19,528,10
19,529,10
19,530,10
19,531,10
19,532,10
19,533,10
19,534,10
19,535,10
19,536,10
19,537,10
19,538,10
19,539,10
19,540,10
19,541,10
19,542,10
19,543,10
19,544,10
19,545,10
19,546,10
19,549,10
19,550,10
19,551,10
19,552,10
19,553,10
19,554,10
19,601,10
19,602,10
19,603,10
19,604,10
19,605,10
19,606,10
19,607,10
19,608,10
19,609,10
19,610,10
19,611,10
19,612,10
19,613,10
19,614,10
19,615,10
19,616,10
19,617,10
19,618,10
19,619,10
19,620,10
19,621,10
19,622,10
19,623,10
19,624,10
19,625,10
19,626,10
19,627,10
19,628,10
19,629,10
19,631,10
19,632,10
19,633,10
19,634,10
19,635,10
19,636,10
19,637,10
19,638,10
19,1001,10
19,1002,10
19,1003,10
19,1004,10
19,1005,10
19,1006,10
19,1007,10
19,1011,10
19,1012,10
19,1013,1
19,1014,10
19,1015,10
19,1016,10
19,1017,10
19,1018,10
19,1019,10
19,1051,10
19,1052,10
19,1053,10
19,1054,10
19,1055,10
19,1056,10
19,1057,10
19,1058,10
19,1059,10
19,1060,10
19,1061,10
19,1062,10
19,1063,10
19,1064,10
19,1065,10
19,1066,10
19,1067,10
19,1068,10
19,1069,10
19,1070,10
19,1071,10
19,1072,10
19,1073,10
19,1101,10
19,1102,10
19,1103,10
19,1104,10
19,1105,10
19,1106,10
19,1150,10
19,1201,10
19,1202,10
19,1203,10
19,1204,10
19,1205,10
19,1206,10
19,1300,10
19,1301,10
19,1302,10
19,1303,10
19,1304,10
19,1305,10
19,1351,10
19,1352,10
19,2201,10
19,2202,10
19,2203,10
19,2301,10
19,2401,10
19,2402,10
19,2403,10
19,2404,10
19,2405,10
19,2406,10
19,2601,10
19,2602,10
19,2603,10
19,2604,10
19,2605,10
19,2606,10
19,2607,10
19,2608,10
